split,sentence,tokens,ner_tags,ner_labels
train,"Patient reports gingival recession , sodium fluoride prescribed .","Patient|reports|gingival|recession|,|sodium|fluoride|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,"Diagnosis of chronic periodontitis confirmed , diclofenac recommended .","Diagnosis|of|chronic|periodontitis|confirmed|,|diclofenac|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Patient was prescribed triamcinolone for periapical cyst .,Patient|was|prescribed|triamcinolone|for|periapical|cyst|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Patient was prescribed amoxicillin for tmj disorder .,Patient|was|prescribed|amoxicillin|for|tmj|disorder|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Treatment for impacted tooth includes povidone iodine .,Treatment|for|impacted|tooth|includes|povidone|iodine|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
train,Prescribed mepivacaine to manage glossitis .,Prescribed|mepivacaine|to|manage|glossitis|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,"Patient reports cavity , nystatin prescribed .","Patient|reports|cavity|,|nystatin|prescribed|.",0 0 1 0 3 0 0,O|O|B-Disease|O|B-Chemical|O|O
train,"Patient reports gingival enlargement , stannous fluoride prescribed .","Patient|reports|gingival|enlargement|,|stannous|fluoride|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,Prescribed fluoride to manage chronic gingivitis .,Prescribed|fluoride|to|manage|chronic|gingivitis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Patient reports oral mucositis , naproxen prescribed .","Patient|reports|oral|mucositis|,|naproxen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Patient reports stomatitis , amoxicillin clavulanate prescribed .","Patient|reports|stomatitis|,|amoxicillin|clavulanate|prescribed|.",0 0 1 0 3 4 0 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O|O
train,"Diagnosis of tooth fracture confirmed , aspirin recommended .","Diagnosis|of|tooth|fracture|confirmed|,|aspirin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of glossodynia confirmed , doxycycline recommended .","Diagnosis|of|glossodynia|confirmed|,|doxycycline|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,Treatment for oral mucositis includes lidocaine .,Treatment|for|oral|mucositis|includes|lidocaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Patient reports geographic tongue , triamcinolone prescribed .","Patient|reports|geographic|tongue|,|triamcinolone|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,Prescribed stannous fluoride to manage root resorption .,Prescribed|stannous|fluoride|to|manage|root|resorption|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has oral infection and was started on pilocarpine .,The|patient|has|oral|infection|and|was|started|on|pilocarpine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Patient reports gum disease , clarithromycin prescribed .","Patient|reports|gum|disease|,|clarithromycin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Diagnosis of oral mucositis confirmed , nystatin recommended .","Diagnosis|of|oral|mucositis|confirmed|,|nystatin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Patient was prescribed tramadol for leukoplakia .,Patient|was|prescribed|tramadol|for|leukoplakia|.,0 0 0 3 0 1 0,O|O|O|B-Chemical|O|B-Disease|O
train,"Diagnosis of socket infection confirmed , ibuprofen recommended .","Diagnosis|of|socket|infection|confirmed|,|ibuprofen|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Prescribed triazolam to manage periodontal disease .,Prescribed|triazolam|to|manage|periodontal|disease|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Prilocaine was administered for necrotizing periodontitis .,Prilocaine|was|administered|for|necrotizing|periodontitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Patient reports irreversible pulpitis , naproxen prescribed .","Patient|reports|irreversible|pulpitis|,|naproxen|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,The patient has overbite and was started on tramadol .,The|patient|has|overbite|and|was|started|on|tramadol|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Patient was prescribed naproxen for dentin hypersensitivity .,Patient|was|prescribed|naproxen|for|dentin|hypersensitivity|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,The patient has tooth attrition and was started on nitrous oxide .,The|patient|has|tooth|attrition|and|was|started|on|nitrous|oxide|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Patient was prescribed epinephrine for oral thrush .,Patient|was|prescribed|epinephrine|for|oral|thrush|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Prescribed methylprednisolone to manage tartar buildup .,Prescribed|methylprednisolone|to|manage|tartar|buildup|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Treatment for periodontitis includes minocycline .,Treatment|for|periodontitis|includes|minocycline|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,The patient has open bite and was started on ibuprofen .,The|patient|has|open|bite|and|was|started|on|ibuprofen|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Treatment for tooth decay includes levonordefrin .,Treatment|for|tooth|decay|includes|levonordefrin|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Treatment for dentigerous cyst includes mepivacaine .,Treatment|for|dentigerous|cyst|includes|mepivacaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,The patient has oral mucositis and was started on nystatin .,The|patient|has|oral|mucositis|and|was|started|on|nystatin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Tranexamic acid was administered for periodontitis .,Tranexamic|acid|was|administered|for|periodontitis|.,0 0 0 0 0 1 0,O|O|O|O|O|B-Disease|O
train,Prescribed midazolam to manage supernumerary teeth .,Prescribed|midazolam|to|manage|supernumerary|teeth|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Prescribed clindamycin to manage chronic periodontitis .,Prescribed|clindamycin|to|manage|chronic|periodontitis|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has geographic tongue and was started on ciprofloxacin .,The|patient|has|geographic|tongue|and|was|started|on|ciprofloxacin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,The patient has acute gingivitis and was started on tramadol .,The|patient|has|acute|gingivitis|and|was|started|on|tramadol|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,The patient has xerostomia and was started on fluconazole .,The|patient|has|xerostomia|and|was|started|on|fluconazole|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Prescribed nystatin to manage cavity .,Prescribed|nystatin|to|manage|cavity|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,The patient has enamel erosion and was started on tramadol .,The|patient|has|enamel|erosion|and|was|started|on|tramadol|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Treatment for overbite includes pilocarpine .,Treatment|for|overbite|includes|pilocarpine|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Patient was prescribed articaine for gingival recession .,Patient|was|prescribed|articaine|for|gingival|recession|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Treatment for enamel hypoplasia includes amoxicillin clavulanate .,Treatment|for|enamel|hypoplasia|includes|amoxicillin|clavulanate|.,0 0 1 2 0 3 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O
train,The patient has open bite and was started on chlorhexidine .,The|patient|has|open|bite|and|was|started|on|chlorhexidine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Treatment for leukoplakia includes clarithromycin .,Treatment|for|leukoplakia|includes|clarithromycin|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,The patient has periapical cyst and was started on mineral trioxide aggregate .,The|patient|has|periapical|cyst|and|was|started|on|mineral|trioxide|aggregate|.,0 0 0 1 2 0 0 0 0 3 4 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|I-Chemical|O
train,"Diagnosis of tooth abrasion confirmed , fluconazole recommended .","Diagnosis|of|tooth|abrasion|confirmed|,|fluconazole|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,The patient has oral thrush and was started on pilocarpine .,The|patient|has|oral|thrush|and|was|started|on|pilocarpine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Treatment for dental fluorosis includes pilocarpine .,Treatment|for|dental|fluorosis|includes|pilocarpine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Diagnosis of bruxism confirmed , midazolam recommended .","Diagnosis|of|bruxism|confirmed|,|midazolam|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,The patient has tooth attrition and was started on ciprofloxacin .,The|patient|has|tooth|attrition|and|was|started|on|ciprofloxacin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Diagnosis of abscess confirmed , metronidazole recommended .","Diagnosis|of|abscess|confirmed|,|metronidazole|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of oral fibroma confirmed , midazolam recommended .","Diagnosis|of|oral|fibroma|confirmed|,|midazolam|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Tetracaine was administered for toothache .,Tetracaine|was|administered|for|toothache|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,The patient has gingival enlargement and was started on nitrous oxide .,The|patient|has|gingival|enlargement|and|was|started|on|nitrous|oxide|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,"Patient reports abscess , hydrogen peroxide prescribed .","Patient|reports|abscess|,|hydrogen|peroxide|prescribed|.",0 0 1 0 3 4 0 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O|O
train,The patient has embedded tooth and was started on tramadol .,The|patient|has|embedded|tooth|and|was|started|on|tramadol|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Prescribed acetaminophen to manage inflammation .,Prescribed|acetaminophen|to|manage|inflammation|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,The patient has bone loss and was started on benzocaine .,The|patient|has|bone|loss|and|was|started|on|benzocaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Diagnosis of salivary stone confirmed , penicillin recommended .","Diagnosis|of|salivary|stone|confirmed|,|penicillin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Prescribed clotrimazole to manage periodontal disease .,Prescribed|clotrimazole|to|manage|periodontal|disease|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has gingival hyperplasia and was started on tranexamic acid .,The|patient|has|gingival|hyperplasia|and|was|started|on|tranexamic|acid|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Prescribed acidulated phosphate fluoride to manage gingival hyperplasia .,Prescribed|acidulated|phosphate|fluoride|to|manage|gingival|hyperplasia|.,0 3 4 4 0 0 1 2 0,O|B-Chemical|I-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,"Patient reports tooth decay , povidone iodine prescribed .","Patient|reports|tooth|decay|,|povidone|iodine|prescribed|.",0 0 1 2 0 3 4 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,"Diagnosis of periapical cyst confirmed , clindamycin recommended .","Diagnosis|of|periapical|cyst|confirmed|,|clindamycin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of periodontal disease confirmed , ibuprofen recommended .","Diagnosis|of|periodontal|disease|confirmed|,|ibuprofen|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Prescribed triamcinolone to manage dry mouth .,Prescribed|triamcinolone|to|manage|dry|mouth|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,Ibuprofen was administered for gingival recession .,Ibuprofen|was|administered|for|gingival|recession|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Treatment for burning mouth syndrome includes dexamethasone .,Treatment|for|burning|mouth|syndrome|includes|dexamethasone|.,0 0 1 2 2 0 3 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|O
train,Methylprednisolone was administered for gingival enlargement .,Methylprednisolone|was|administered|for|gingival|enlargement|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Patient was prescribed levonordefrin for dentigerous cyst .,Patient|was|prescribed|levonordefrin|for|dentigerous|cyst|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Treatment for apical periodontitis includes benzocaine .,Treatment|for|apical|periodontitis|includes|benzocaine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Prescribed amoxicillin clavulanate to manage salivary stone .,Prescribed|amoxicillin|clavulanate|to|manage|salivary|stone|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has periodontitis and was started on nitrous oxide .,The|patient|has|periodontitis|and|was|started|on|nitrous|oxide|.,0 0 0 1 0 0 0 0 3 4 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,"Diagnosis of bruxism confirmed , hydrogen peroxide recommended .","Diagnosis|of|bruxism|confirmed|,|hydrogen|peroxide|recommended|.",0 0 1 0 0 3 4 0 0,O|O|B-Disease|O|O|B-Chemical|I-Chemical|O|O
train,"Diagnosis of tooth abrasion confirmed , zinc oxide eugenol recommended .","Diagnosis|of|tooth|abrasion|confirmed|,|zinc|oxide|eugenol|recommended|.",0 0 1 2 0 0 3 4 4 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|I-Chemical|I-Chemical|O|O
train,Prescribed povidone iodine to manage supernumerary teeth .,Prescribed|povidone|iodine|to|manage|supernumerary|teeth|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has oral leukoplakia and was started on tramadol .,The|patient|has|oral|leukoplakia|and|was|started|on|tramadol|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,"Patient reports apical periodontitis , chlorhexidine prescribed .","Patient|reports|apical|periodontitis|,|chlorhexidine|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,The patient has ankylosis and was started on prilocaine .,The|patient|has|ankylosis|and|was|started|on|prilocaine|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Patient was prescribed povidone iodine for acute gingivitis .,Patient|was|prescribed|povidone|iodine|for|acute|gingivitis|.,0 0 0 3 4 0 1 2 0,O|O|O|B-Chemical|I-Chemical|O|B-Disease|I-Disease|O
train,Prescribed calcium hydroxide to manage acute gingivitis .,Prescribed|calcium|hydroxide|to|manage|acute|gingivitis|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,The patient has tooth decay and was started on ciprofloxacin .,The|patient|has|tooth|decay|and|was|started|on|ciprofloxacin|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Treatment for mucocele includes pilocarpine .,Treatment|for|mucocele|includes|pilocarpine|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,"Diagnosis of stomatitis confirmed , midazolam recommended .","Diagnosis|of|stomatitis|confirmed|,|midazolam|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of socket infection confirmed , azithromycin recommended .","Diagnosis|of|socket|infection|confirmed|,|azithromycin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Prescribed epinephrine to manage burning mouth syndrome .,Prescribed|epinephrine|to|manage|burning|mouth|syndrome|.,0 3 0 0 1 2 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|I-Disease|O
train,Prednisone was administered for toothache .,Prednisone|was|administered|for|toothache|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Treatment for jaw pain includes naproxen .,Treatment|for|jaw|pain|includes|naproxen|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,The patient has dentigerous cyst and was started on pilocarpine .,The|patient|has|dentigerous|cyst|and|was|started|on|pilocarpine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Azithromycin was administered for burning mouth syndrome .,Azithromycin|was|administered|for|burning|mouth|syndrome|.,0 0 0 0 1 2 2 0,O|O|O|O|B-Disease|I-Disease|I-Disease|O
train,Azithromycin was administered for toothache .,Azithromycin|was|administered|for|toothache|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Prescribed povidone iodine to manage calculus .,Prescribed|povidone|iodine|to|manage|calculus|.,0 3 4 0 0 1 0,O|B-Chemical|I-Chemical|O|O|B-Disease|O
train,Treatment for oral infection includes minocycline .,Treatment|for|oral|infection|includes|minocycline|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,The patient has ankylosis and was started on aspirin .,The|patient|has|ankylosis|and|was|started|on|aspirin|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,Treatment for infection includes ibuprofen .,Treatment|for|infection|includes|ibuprofen|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,Clindamycin was administered for dental fluorosis .,Clindamycin|was|administered|for|dental|fluorosis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,"Patient reports apical periodontitis , clindamycin prescribed .","Patient|reports|apical|periodontitis|,|clindamycin|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Diagnosis of dental infection confirmed , metronidazole recommended .","Diagnosis|of|dental|infection|confirmed|,|metronidazole|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Patient reports burning mouth syndrome , dexamethasone prescribed .","Patient|reports|burning|mouth|syndrome|,|dexamethasone|prescribed|.",0 0 1 2 2 0 3 0 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|O|O
train,Treatment for exposed root includes doxycycline .,Treatment|for|exposed|root|includes|doxycycline|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Treatment for periapical cyst includes epinephrine .,Treatment|for|periapical|cyst|includes|epinephrine|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,Sodium hypochlorite was administered for jaw pain .,Sodium|hypochlorite|was|administered|for|jaw|pain|.,0 0 0 0 0 1 2 0,O|O|O|O|O|B-Disease|I-Disease|O
train,"Diagnosis of leukoplakia confirmed , pilocarpine recommended .","Diagnosis|of|leukoplakia|confirmed|,|pilocarpine|recommended|.",0 0 1 0 0 3 0 0,O|O|B-Disease|O|O|B-Chemical|O|O
train,"Patient reports dentin hypersensitivity , diclofenac prescribed .","Patient|reports|dentin|hypersensitivity|,|diclofenac|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Patient reports alveolar bone loss , amoxicillin clavulanate prescribed .","Patient|reports|alveolar|bone|loss|,|amoxicillin|clavulanate|prescribed|.",0 0 1 2 2 0 3 4 0 0,O|O|B-Disease|I-Disease|I-Disease|O|B-Chemical|I-Chemical|O|O
train,The patient has tooth loss and was started on articaine .,The|patient|has|tooth|loss|and|was|started|on|articaine|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Triazolam was administered for angular cheilitis .,Triazolam|was|administered|for|angular|cheilitis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Patient was prescribed articaine for reversible pulpitis .,Patient|was|prescribed|articaine|for|reversible|pulpitis|.,0 0 0 3 0 1 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|O
train,Treatment for ankylosis includes benzocaine .,Treatment|for|ankylosis|includes|benzocaine|.,0 0 1 0 3 0,O|O|B-Disease|O|B-Chemical|O
train,The patient has cavity and was started on epinephrine .,The|patient|has|cavity|and|was|started|on|epinephrine|.,0 0 0 1 0 0 0 0 3 0,O|O|O|B-Disease|O|O|O|O|B-Chemical|O
train,The patient has canker sore and was started on tranexamic acid .,The|patient|has|canker|sore|and|was|started|on|tranexamic|acid|.,0 0 0 1 2 0 0 0 0 3 4 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|I-Chemical|O
train,Prescribed amoxicillin to manage halitosis .,Prescribed|amoxicillin|to|manage|halitosis|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,Treatment for calculus includes sodium fluoride .,Treatment|for|calculus|includes|sodium|fluoride|.,0 0 1 0 3 4 0,O|O|B-Disease|O|B-Chemical|I-Chemical|O
train,Prescribed triazolam to manage inflammation .,Prescribed|triazolam|to|manage|inflammation|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,Prescribed benzocaine to manage bruxism .,Prescribed|benzocaine|to|manage|bruxism|.,0 3 0 0 1 0,O|B-Chemical|O|O|B-Disease|O
train,"Diagnosis of enamel hypoplasia confirmed , aspirin recommended .","Diagnosis|of|enamel|hypoplasia|confirmed|,|aspirin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Triazolam was administered for root caries .,Triazolam|was|administered|for|root|caries|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Triamcinolone was administered for inflammation .,Triamcinolone|was|administered|for|inflammation|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Prescribed prilocaine to manage gingival enlargement .,Prescribed|prilocaine|to|manage|gingival|enlargement|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Diagnosis of pulp degeneration confirmed , azithromycin recommended .","Diagnosis|of|pulp|degeneration|confirmed|,|azithromycin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Patient reports embedded tooth , tramadol prescribed .","Patient|reports|embedded|tooth|,|tramadol|prescribed|.",0 0 1 2 0 3 0 0,O|O|B-Disease|I-Disease|O|B-Chemical|O|O
train,"Diagnosis of aggressive periodontitis confirmed , methylprednisolone recommended .","Diagnosis|of|aggressive|periodontitis|confirmed|,|methylprednisolone|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,"Diagnosis of necrotizing periodontitis confirmed , erythromycin recommended .","Diagnosis|of|necrotizing|periodontitis|confirmed|,|erythromycin|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Amlexanox was administered for pulp necrosis .,Amlexanox|was|administered|for|pulp|necrosis|.,0 0 0 0 1 2 0,O|O|O|O|B-Disease|I-Disease|O
train,Bupivacaine was administered for periodontitis .,Bupivacaine|was|administered|for|periodontitis|.,0 0 0 0 1 0,O|O|O|O|B-Disease|O
train,Patient was prescribed dexamethasone for impacted wisdom tooth .,Patient|was|prescribed|dexamethasone|for|impacted|wisdom|tooth|.,0 0 0 3 0 1 2 2 0,O|O|O|B-Chemical|O|B-Disease|I-Disease|I-Disease|O
train,"Diagnosis of jaw pain confirmed , tetracaine recommended .","Diagnosis|of|jaw|pain|confirmed|,|tetracaine|recommended|.",0 0 1 2 0 0 3 0 0,O|O|B-Disease|I-Disease|O|O|B-Chemical|O|O
train,Treatment for pulp degeneration includes metronidazole .,Treatment|for|pulp|degeneration|includes|metronidazole|.,0 0 1 2 0 3 0,O|O|B-Disease|I-Disease|O|B-Chemical|O
train,"Diagnosis of burning mouth syndrome confirmed , povidone iodine recommended .","Diagnosis|of|burning|mouth|syndrome|confirmed|,|povidone|iodine|recommended|.",0 0 1 2 2 0 0 3 4 0 0,O|O|B-Disease|I-Disease|I-Disease|O|O|B-Chemical|I-Chemical|O|O
train,The patient has supernumerary teeth and was started on doxycycline .,The|patient|has|supernumerary|teeth|and|was|started|on|doxycycline|.,0 0 0 1 2 0 0 0 0 3 0,O|O|O|B-Disease|I-Disease|O|O|O|O|B-Chemical|O
train,Nitrous oxide was administered for abscess .,Nitrous|oxide|was|administered|for|abscess|.,0 0 0 0 0 1 0,O|O|O|O|O|B-Disease|O
train,Prescribed ciprofloxacin to manage gingival recession .,Prescribed|ciprofloxacin|to|manage|gingival|recession|.,0 3 0 0 1 2 0,O|B-Chemical|O|O|B-Disease|I-Disease|O
train,"Diagnosis of halitosis confirmed , sodium fluoride recommended .","Diagnosis|of|halitosis|confirmed|,|sodium|fluoride|recommended|.",0 0 1 0 0 3 4 0 0,O|O|B-Disease|O|O|B-Chemical|I-Chemical|O|O
train,Prescribed hydrogen peroxide to manage tooth loss .,Prescribed|hydrogen|peroxide|to|manage|tooth|loss|.,0 3 4 0 0 1 2 0,O|B-Chemical|I-Chemical|O|O|B-Disease|I-Disease|O
train,Treatment for pericoronal infection includes mineral trioxide aggregate .,Treatment|for|pericoronal|infection|includes|mineral|trioxide|aggregate|.,0 0 1 2 0 3 4 4 0,O|O|B-Disease|I-Disease|O|B-Chemical|I-Chemical|I-Chemical|O
