split,sentence,tokens,ner_tags,ner_labels
train,Patient was prescribed chlorhexidine for caries .,Patient | was | prescribed | chlorhexidine | for | caries | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Diagnosis of cavity confirmed , tetracycline recommended .","Diagnosis | of | cavity | confirmed | , | tetracycline | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,The patient has tooth loss and was started on aspirin .,The | patient | has | tooth | loss | and | was | started | on | aspirin | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,The patient has gum disease and was started on ibuprofen .,The | patient | has | gum | disease | and | was | started | on | ibuprofen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of dental caries confirmed , lidocaine recommended .","Diagnosis | of | dental | caries | confirmed | , | lidocaine | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,The patient has periodontitis and was started on metronidazole .,The | patient | has | periodontitis | and | was | started | on | metronidazole | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of cavity confirmed , tetracycline recommended .","Diagnosis | of | cavity | confirmed | , | tetracycline | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Fluoride was administered for tooth loss .,Fluoride | was | administered | for | tooth | loss | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Treatment for gingivitis includes clindamycin .,Treatment | for | gingivitis | includes | clindamycin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Prescribed fluoride to manage toothache .,Prescribed | fluoride | to | manage | toothache | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Diagnosis of sensitivity confirmed , chlorhexidine recommended .","Diagnosis | of | sensitivity | confirmed | , | chlorhexidine | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Patient was prescribed acetaminophen for jaw pain .,Patient | was | prescribed | acetaminophen | for | jaw | pain | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,The patient has cavity and was started on aspirin .,The | patient | has | cavity | and | was | started | on | aspirin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of abscess confirmed , aspirin recommended .","Diagnosis | of | abscess | confirmed | , | aspirin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Treatment for tooth decay includes lidocaine .,Treatment | for | tooth | decay | includes | lidocaine | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,"Diagnosis of gum disease confirmed , ibuprofen recommended .","Diagnosis | of | gum | disease | confirmed | , | ibuprofen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Amoxicillin was administered for inflammation .,Amoxicillin | was | administered | for | inflammation | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Diagnosis of sensitivity confirmed , aspirin recommended .","Diagnosis | of | sensitivity | confirmed | , | aspirin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of caries confirmed , naproxen recommended .","Diagnosis | of | caries | confirmed | , | naproxen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of dental caries confirmed , metronidazole recommended .","Diagnosis | of | dental | caries | confirmed | , | metronidazole | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Treatment for oral infection includes naproxen .,Treatment | for | oral | infection | includes | naproxen | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,Ibuprofen was administered for caries .,Ibuprofen | was | administered | for | caries | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Diagnosis of cavity confirmed , fluoride recommended .","Diagnosis | of | cavity | confirmed | , | fluoride | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,The patient has gingivitis and was started on amoxicillin .,The | patient | has | gingivitis | and | was | started | on | amoxicillin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Fluoride was administered for dental caries .,Fluoride | was | administered | for | dental | caries | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Lidocaine was administered for sensitivity .,Lidocaine | was | administered | for | sensitivity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Diagnosis of infection confirmed , aspirin recommended .","Diagnosis | of | infection | confirmed | , | aspirin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of tooth decay confirmed , acetaminophen recommended .","Diagnosis | of | tooth | decay | confirmed | , | acetaminophen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,The patient has tooth decay and was started on chlorhexidine .,The | patient | has | tooth | decay | and | was | started | on | chlorhexidine | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Prescribed ibuprofen to manage sensitivity .,Prescribed | ibuprofen | to | manage | sensitivity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Patient was prescribed lidocaine for cavity .,Patient | was | prescribed | lidocaine | for | cavity | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,The patient has infection and was started on fluoride .,The | patient | has | infection | and | was | started | on | fluoride | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of dental caries confirmed , acetaminophen recommended .","Diagnosis | of | dental | caries | confirmed | , | acetaminophen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Treatment for periodontitis includes naproxen .,Treatment | for | periodontitis | includes | naproxen | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Lidocaine was administered for infection .,Lidocaine | was | administered | for | infection | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Prescribed clindamycin to manage cavity .,Prescribed | clindamycin | to | manage | cavity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Prescribed fluoride to manage caries .,Prescribed | fluoride | to | manage | caries | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Treatment for gingivitis includes fluoride .,Treatment | for | gingivitis | includes | fluoride | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Amoxicillin was administered for cavity .,Amoxicillin | was | administered | for | cavity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Treatment for caries includes clindamycin .,Treatment | for | caries | includes | clindamycin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Patient was prescribed chlorhexidine for tooth decay .,Patient | was | prescribed | chlorhexidine | for | tooth | decay | .,0 0 0 3 0 1 2 0,O | O | O | B-Chemical | O | B-Disease | I-Disease | O
train,The patient has gingivitis and was started on amoxicillin .,The | patient | has | gingivitis | and | was | started | on | amoxicillin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Acetaminophen was administered for sensitivity .,Acetaminophen | was | administered | for | sensitivity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Patient reports inflammation , metronidazole prescribed .","Patient | reports | inflammation | , | metronidazole | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,The patient has cavity and was started on ibuprofen .,The | patient | has | cavity | and | was | started | on | ibuprofen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed lidocaine for caries .,Patient | was | prescribed | lidocaine | for | caries | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Ibuprofen was administered for tooth decay .,Ibuprofen | was | administered | for | tooth | decay | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Prescribed clindamycin to manage oral infection .,Prescribed | clindamycin | to | manage | oral | infection | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,The patient has tooth loss and was started on amoxicillin .,The | patient | has | tooth | loss | and | was | started | on | amoxicillin | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Amoxicillin was administered for toothache .,Amoxicillin | was | administered | for | toothache | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Patient reports caries , acetaminophen prescribed .","Patient | reports | caries | , | acetaminophen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Penicillin was administered for cavity .,Penicillin | was | administered | for | cavity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Treatment for inflammation includes amoxicillin .,Treatment | for | inflammation | includes | amoxicillin | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Prescribed fluoride to manage caries .,Prescribed | fluoride | to | manage | caries | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Diagnosis of sensitivity confirmed , lidocaine recommended .","Diagnosis | of | sensitivity | confirmed | , | lidocaine | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,The patient has abscess and was started on naproxen .,The | patient | has | abscess | and | was | started | on | naproxen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed tetracycline for gingivitis .,Patient | was | prescribed | tetracycline | for | gingivitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Prescribed aspirin to manage gum disease .,Prescribed | aspirin | to | manage | gum | disease | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Prescribed chlorhexidine to manage gum disease .,Prescribed | chlorhexidine | to | manage | gum | disease | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Fluoride was administered for sensitivity .,Fluoride | was | administered | for | sensitivity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,The patient has dental caries and was started on metronidazole .,The | patient | has | dental | caries | and | was | started | on | metronidazole | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Patient reports inflammation , chlorhexidine prescribed .","Patient | reports | inflammation | , | chlorhexidine | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Treatment for tooth loss includes aspirin .,Treatment | for | tooth | loss | includes | aspirin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,Patient was prescribed fluoride for toothache .,Patient | was | prescribed | fluoride | for | toothache | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Tetracycline was administered for abscess .,Tetracycline | was | administered | for | abscess | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Prescribed lidocaine to manage inflammation .,Prescribed | lidocaine | to | manage | inflammation | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Diagnosis of tooth decay confirmed , fluoride recommended .","Diagnosis | of | tooth | decay | confirmed | , | fluoride | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Treatment for tooth loss includes clindamycin .,Treatment | for | tooth | loss | includes | clindamycin | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,The patient has caries and was started on amoxicillin .,The | patient | has | caries | and | was | started | on | amoxicillin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Prescribed clindamycin to manage oral infection .,Prescribed | clindamycin | to | manage | oral | infection | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Patient was prescribed aspirin for gingivitis .,Patient | was | prescribed | aspirin | for | gingivitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Prescribed acetaminophen to manage cavity .,Prescribed | acetaminophen | to | manage | cavity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Prescribed clindamycin to manage infection .,Prescribed | clindamycin | to | manage | infection | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,The patient has gum disease and was started on lidocaine .,The | patient | has | gum | disease | and | was | started | on | lidocaine | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of abscess confirmed , amoxicillin recommended .","Diagnosis | of | abscess | confirmed | , | amoxicillin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of abscess confirmed , ibuprofen recommended .","Diagnosis | of | abscess | confirmed | , | ibuprofen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,The patient has jaw pain and was started on fluoride .,The | patient | has | jaw | pain | and | was | started | on | fluoride | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Patient reports tooth decay , metronidazole prescribed .","Patient | reports | tooth | decay | , | metronidazole | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,Treatment for oral infection includes chlorhexidine .,Treatment | for | oral | infection | includes | chlorhexidine | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,The patient has gum disease and was started on metronidazole .,The | patient | has | gum | disease | and | was | started | on | metronidazole | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed lidocaine for caries .,Patient | was | prescribed | lidocaine | for | caries | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Metronidazole was administered for sensitivity .,Metronidazole | was | administered | for | sensitivity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Patient was prescribed naproxen for abscess .,Patient | was | prescribed | naproxen | for | abscess | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Diagnosis of infection confirmed , aspirin recommended .","Diagnosis | of | infection | confirmed | , | aspirin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,The patient has oral infection and was started on penicillin .,The | patient | has | oral | infection | and | was | started | on | penicillin | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of sensitivity confirmed , fluoride recommended .","Diagnosis | of | sensitivity | confirmed | , | fluoride | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Patient reports oral infection , chlorhexidine prescribed .","Patient | reports | oral | infection | , | chlorhexidine | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,Patient was prescribed naproxen for sensitivity .,Patient | was | prescribed | naproxen | for | sensitivity | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Diagnosis of dental caries confirmed , tetracycline recommended .","Diagnosis | of | dental | caries | confirmed | , | tetracycline | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Prescribed lidocaine to manage tooth loss .,Prescribed | lidocaine | to | manage | tooth | loss | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,"Patient reports tooth decay , clindamycin prescribed .","Patient | reports | tooth | decay | , | clindamycin | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,The patient has inflammation and was started on acetaminophen .,The | patient | has | inflammation | and | was | started | on | acetaminophen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Penicillin was administered for tooth loss .,Penicillin | was | administered | for | tooth | loss | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,The patient has dental caries and was started on acetaminophen .,The | patient | has | dental | caries | and | was | started | on | acetaminophen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Patient reports infection , lidocaine prescribed .","Patient | reports | infection | , | lidocaine | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Prescribed fluoride to manage abscess .,Prescribed | fluoride | to | manage | abscess | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Prescribed tetracycline to manage infection .,Prescribed | tetracycline | to | manage | infection | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,The patient has infection and was started on ibuprofen .,The | patient | has | infection | and | was | started | on | ibuprofen | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of jaw pain confirmed , ibuprofen recommended .","Diagnosis | of | jaw | pain | confirmed | , | ibuprofen | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,The patient has jaw pain and was started on metronidazole .,The | patient | has | jaw | pain | and | was | started | on | metronidazole | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed metronidazole for caries .,Patient | was | prescribed | metronidazole | for | caries | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Treatment for dental caries includes fluoride .,Treatment | for | dental | caries | includes | fluoride | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,Treatment for toothache includes metronidazole .,Treatment | for | toothache | includes | metronidazole | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,"Diagnosis of tooth loss confirmed , aspirin recommended .","Diagnosis | of | tooth | loss | confirmed | , | aspirin | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Tetracycline was administered for cavity .,Tetracycline | was | administered | for | cavity | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Diagnosis of tooth loss confirmed , tetracycline recommended .","Diagnosis | of | tooth | loss | confirmed | , | tetracycline | recommended | .",0 0 1 2 0 0 3 0 0,O | O | B-Disease | I-Disease | O | O | B-Chemical | O | O
train,Prescribed amoxicillin to manage dental caries .,Prescribed | amoxicillin | to | manage | dental | caries | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,"Diagnosis of infection confirmed , ibuprofen recommended .","Diagnosis | of | infection | confirmed | , | ibuprofen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Prescribed aspirin to manage infection .,Prescribed | aspirin | to | manage | infection | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,The patient has oral infection and was started on acetaminophen .,The | patient | has | oral | infection | and | was | started | on | acetaminophen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Treatment for infection includes acetaminophen .,Treatment | for | infection | includes | acetaminophen | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Aspirin was administered for gingivitis .,Aspirin | was | administered | for | gingivitis | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Diagnosis of periodontitis confirmed , metronidazole recommended .","Diagnosis | of | periodontitis | confirmed | , | metronidazole | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Fluoride was administered for tooth decay .,Fluoride | was | administered | for | tooth | decay | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,The patient has tooth loss and was started on chlorhexidine .,The | patient | has | tooth | loss | and | was | started | on | chlorhexidine | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,Prescribed acetaminophen to manage caries .,Prescribed | acetaminophen | to | manage | caries | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,The patient has gum disease and was started on acetaminophen .,The | patient | has | gum | disease | and | was | started | on | acetaminophen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,The patient has sensitivity and was started on chlorhexidine .,The | patient | has | sensitivity | and | was | started | on | chlorhexidine | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,"Patient reports sensitivity , acetaminophen prescribed .","Patient | reports | sensitivity | , | acetaminophen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,"Patient reports tooth decay , chlorhexidine prescribed .","Patient | reports | tooth | decay | , | chlorhexidine | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,Treatment for gum disease includes fluoride .,Treatment | for | gum | disease | includes | fluoride | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,Prescribed tetracycline to manage cavity .,Prescribed | tetracycline | to | manage | cavity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Prescribed penicillin to manage jaw pain .,Prescribed | penicillin | to | manage | jaw | pain | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Patient was prescribed chlorhexidine for caries .,Patient | was | prescribed | chlorhexidine | for | caries | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Prescribed chlorhexidine to manage sensitivity .,Prescribed | chlorhexidine | to | manage | sensitivity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Treatment for caries includes tetracycline .,Treatment | for | caries | includes | tetracycline | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Fluoride was administered for tooth decay .,Fluoride | was | administered | for | tooth | decay | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Penicillin was administered for gingivitis .,Penicillin | was | administered | for | gingivitis | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,"Diagnosis of cavity confirmed , aspirin recommended .","Diagnosis | of | cavity | confirmed | , | aspirin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Patient reports toothache , penicillin prescribed .","Patient | reports | toothache | , | penicillin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,"Patient reports toothache , naproxen prescribed .","Patient | reports | toothache | , | naproxen | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,The patient has periodontitis and was started on amoxicillin .,The | patient | has | periodontitis | and | was | started | on | amoxicillin | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Patient was prescribed tetracycline for caries .,Patient | was | prescribed | tetracycline | for | caries | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Patient was prescribed clindamycin for abscess .,Patient | was | prescribed | clindamycin | for | abscess | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Patient reports tooth decay , fluoride prescribed .","Patient | reports | tooth | decay | , | fluoride | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
train,The patient has infection and was started on tetracycline .,The | patient | has | infection | and | was | started | on | tetracycline | .,0 0 0 1 0 0 0 0 3 0,O | O | O | B-Disease | O | O | O | O | B-Chemical | O
train,Prescribed lidocaine to manage dental caries .,Prescribed | lidocaine | to | manage | dental | caries | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Treatment for sensitivity includes metronidazole .,Treatment | for | sensitivity | includes | metronidazole | .,0 0 1 0 3 0,O | O | B-Disease | O | B-Chemical | O
train,Prescribed naproxen to manage periodontitis .,Prescribed | naproxen | to | manage | periodontitis | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Metronidazole was administered for inflammation .,Metronidazole | was | administered | for | inflammation | .,0 0 0 0 1 0,O | O | O | O | B-Disease | O
train,Prescribed aspirin to manage gingivitis .,Prescribed | aspirin | to | manage | gingivitis | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,Patient was prescribed lidocaine for cavity .,Patient | was | prescribed | lidocaine | for | cavity | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,Patient was prescribed penicillin for toothache .,Patient | was | prescribed | penicillin | for | toothache | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,The patient has gum disease and was started on naproxen .,The | patient | has | gum | disease | and | was | started | on | naproxen | .,0 0 0 1 2 0 0 0 0 3 0,O | O | O | B-Disease | I-Disease | O | O | O | O | B-Chemical | O
train,"Diagnosis of caries confirmed , tetracycline recommended .","Diagnosis | of | caries | confirmed | , | tetracycline | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Treatment for tooth loss includes acetaminophen .,Treatment | for | tooth | loss | includes | acetaminophen | .,0 0 1 2 0 3 0,O | O | B-Disease | I-Disease | O | B-Chemical | O
train,Prescribed naproxen to manage dental caries .,Prescribed | naproxen | to | manage | dental | caries | .,0 3 0 0 1 2 0,O | B-Chemical | O | O | B-Disease | I-Disease | O
train,Prescribed naproxen to manage sensitivity .,Prescribed | naproxen | to | manage | sensitivity | .,0 3 0 0 1 0,O | B-Chemical | O | O | B-Disease | O
train,"Diagnosis of infection confirmed , penicillin recommended .","Diagnosis | of | infection | confirmed | , | penicillin | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Diagnosis of gingivitis confirmed , naproxen recommended .","Diagnosis | of | gingivitis | confirmed | , | naproxen | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,Clindamycin was administered for oral infection .,Clindamycin | was | administered | for | oral | infection | .,0 0 0 0 1 2 0,O | O | O | O | B-Disease | I-Disease | O
train,Patient was prescribed fluoride for periodontitis .,Patient | was | prescribed | fluoride | for | periodontitis | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Diagnosis of toothache confirmed , tetracycline recommended .","Diagnosis | of | toothache | confirmed | , | tetracycline | recommended | .",0 0 1 0 0 3 0 0,O | O | B-Disease | O | O | B-Chemical | O | O
train,"Patient reports sensitivity , amoxicillin prescribed .","Patient | reports | sensitivity | , | amoxicillin | prescribed | .",0 0 1 0 3 0 0,O | O | B-Disease | O | B-Chemical | O | O
train,Patient was prescribed fluoride for abscess .,Patient | was | prescribed | fluoride | for | abscess | .,0 0 0 3 0 1 0,O | O | O | B-Chemical | O | B-Disease | O
train,"Patient reports dental caries , amoxicillin prescribed .","Patient | reports | dental | caries | , | amoxicillin | prescribed | .",0 0 1 2 0 3 0 0,O | O | B-Disease | I-Disease | O | B-Chemical | O | O
